iter	RMSE
267	168.5601049
268	168.5354615
269	168.5000434
270	168.4764085
271	168.4401616
272	168.4195538
273	168.3909251
274	168.3632842
275	168.3427212
276	168.3182474
277	168.3000716
278	168.2760166
279	168.2607955
280	168.2140117
281	168.182253
282	168.1427269
283	168.1184794
284	168.0861888
285	168.0514708
286	168.0091195
287	167.9654394
288	167.943839
289	167.9185258
290	167.8908699
291	167.8629831
292	167.8515614
293	167.8197647
294	167.8019954
295	167.7834592
296	167.7588919
297	167.7394491
298	167.6547018
299	167.6132721
300	167.5908007
301	167.5707832
302	167.5448501
303	167.5258141
304	167.5029544
305	167.4758675
306	167.4470349
307	167.4247402
308	167.4122793
309	167.3942359
310	167.3772082
311	167.3565602
312	167.3341148
313	167.3151232
314	167.2874771
315	167.2615976
316	167.2369388
317	167.1961211
318	167.1671221
319	167.1538959
320	167.1308901
321	167.0937062
322	167.0185699
323	166.9924401
324	166.9411258
325	166.917085
326	166.8888395
327	166.8769379
328	166.8586861
329	166.8288385
330	166.7979778
331	166.7793972
332	166.7611502
333	166.7462983
334	166.7346727
335	166.7140384
336	166.6827034
337	166.6623887
338	166.6255091
339	166.5940624
340	166.5659329
341	166.5229209
342	166.4983499
343	166.4800114
344	166.4608373
345	166.4222195
346	166.3969198
347	166.3795426
348	166.3483093
349	166.3192292
350	166.2919811
351	166.281016
352	166.2635626
353	166.2347704
354	166.2072462
355	166.1911027
356	166.1791868
357	166.1621976
358	166.1424277
359	166.135179
360	166.1174021
361	166.0989921
362	166.0661972
363	166.0595891
364	166.0293456
365	166.0147963
366	165.9975571
367	165.9453729
368	165.9256332
369	165.8947277
370	165.8729425
371	165.8576982
372	165.8322282
373	165.7854825
374	165.7537813
375	165.7381654
376	165.7235305
377	165.6941246
378	165.6527643
379	165.6152318
380	165.6002719
381	165.5764031
382	165.5638832
383	165.5415801
384	165.5195042
385	165.5068281
386	165.466388
387	165.4530497
388	165.4223114
389	165.3918682
390	165.3787431
391	165.3671514
392	165.3374634
393	165.3017008
394	165.2875907
395	165.2390699
396	165.2279113
397	165.2131626
398	165.1955115
399	165.1659207
400	165.1465011
401	165.1061443
402	165.0880707
403	165.0475009
404	165.0312249
405	165.008625
406	164.9695221
407	164.9564354
408	164.9322289
409	164.9136095
410	164.9006768
411	164.8913081
412	164.8482684
413	164.8322841
414	164.8074432
415	164.7714606
416	164.7605102
417	164.7437606
418	164.7334768
419	164.7217079
420	164.701796
421	164.6830255
422	164.6619833
423	164.6385927
424	164.617379
425	164.6068947
426	164.5696483
427	164.5560359
428	164.5402227
429	164.5278761
430	164.5040169
431	164.4863382
432	164.4781495
433	164.4568888
434	164.4459725
435	164.4110244
436	164.4025304
437	164.3796221
438	164.3508208
439	164.3382732
440	164.3109196
441	164.2773314
442	164.255136
443	164.2465006
444	164.2303441
445	164.2189773
446	164.1785692
447	164.1645652
448	164.1452802
449	164.1366182
450	164.1296823
451	164.0886596
452	164.0643215
453	164.0441817
454	164.0194505
455	163.9903096
456	163.9696429
457	163.9517961
458	163.910219
459	163.893386
460	163.8696006
461	163.8480628
462	163.818959
463	163.7990271
464	163.7708379
465	163.7648998
466	163.7395737
467	163.7280587
468	163.709628
469	163.6912653
470	163.6650431
471	163.6550613
472	163.6269967
473	163.5982315
474	163.5794227
475	163.5556358
476	163.5045973
477	163.4584186
478	163.4337347
479	163.4089145
480	163.3978689
481	163.3796881
482	163.3725676
483	163.3540435
484	163.3210099
485	163.3028018
486	163.2734995
487	163.2394259
488	163.2216454
489	163.1969134
490	163.175026
491	163.1491939
492	163.1395577
493	163.1058784
494	163.0929963
495	163.0766879
496	163.0492822
497	163.0211997
498	163.0076371
499	162.9859795
500	162.9757554
501	162.9648867
502	162.9524941
503	162.9288825
504	162.8981974
505	162.88247
506	162.8619373
507	162.8540812
508	162.8272477
509	162.8074529
510	162.7733276
511	162.7585735
512	162.7428232
513	162.7423263
514	162.7155189
515	162.6985089
516	162.6863553
517	162.6559264
518	162.6229762
519	162.5928763
520	162.5707886
521	162.5436549
522	162.5267854
523	162.4973097
524	162.4760578
525	162.4673437
526	162.444622
527	162.4127017
528	162.3922157
529	162.3642938
530	162.3474542
531	162.3340124
532	162.2932679
533	162.2767754
534	162.2401726
535	162.2178735
536	162.1987415
537	162.1735342
538	162.1469972
539	162.1254174
540	162.1137711
541	162.091441
542	162.0715641
543	162.0548549
544	162.035943
545	162.0161288
546	161.9873854
547	161.9553174
548	161.9374712
549	161.9097639
550	161.8967343
551	161.888843
552	161.8692278
553	161.8542146
554	161.8205247
555	161.809313
556	161.8001422
557	161.7723375
558	161.7417471
559	161.7300481
560	161.7232031
561	161.7035573
562	161.6962388
563	161.6838793
564	161.6687623
565	161.6444822
566	161.6266216
567	161.6059814
568	161.5745337
569	161.5477085
570	161.5394215
571	161.5110997
572	161.4858207
573	161.4552763
574	161.4169972
575	161.4102708
576	161.3960908
577	161.3861044
578	161.3533401
579	161.3427152
580	161.3243411
581	161.3183398
582	161.3118574
583	161.3000075
584	161.2673102
585	161.2543537
586	161.2441938
587	161.2235694
588	161.2074978
589	161.1923667
590	161.1716206
591	161.1575514
592	161.1425828
593	161.1202829
594	161.1109297
595	161.0892364
596	161.0608642
597	161.0325573
598	161.0242722
599	161.0062101
600	160.9973689
601	160.9929227
602	160.9844481
603	160.9697555
604	160.9577262
605	160.935338
606	160.9146883
607	160.9088173
608	160.9062096
609	160.880179
610	160.86088
611	160.8317163
612	160.8147982
613	160.8017041
614	160.7917147
615	160.7758904
616	160.744833
617	160.7234694
618	160.7044672
619	160.6852201
620	160.6780003
621	160.6659137
622	160.6577685
623	160.6420085
624	160.6308884
625	160.5886325
626	160.5696169
627	160.5331508
628	160.5082413
629	160.4887806
630	160.4764766
631	160.4641692
632	160.4500832
633	160.4425764
634	160.4217812
635	160.3925638
636	160.3614377
637	160.3489525
638	160.3281799
639	160.3227156
640	160.3006755
641	160.283331
642	160.2714518
643	160.2511055
644	160.2424717
645	160.2340967
646	160.2062095
647	160.1856854
648	160.1758006
649	160.1632529
650	160.1393359
651	160.1327596
652	160.1058224
653	160.0959818
654	160.08684
655	160.0720494
656	160.0610889
657	160.0546838
658	160.0403374
659	160.0135249
660	160.00862
661	160.0020637
662	159.9961009
663	159.9795256
664	159.974109
665	159.963102
666	159.9534106
667	159.9406154
668	159.9362716
669	159.9182818
670	159.91365
671	159.9035097
672	159.8912733
673	159.8782155
674	159.8687341
675	159.8651568
676	159.8523691
677	159.8445307
678	159.8361822
679	159.8122661
680	159.7856204
681	159.7645776
682	159.7510548
683	159.7253044
684	159.710069
685	159.6908378
686	159.6746846
687	159.6706048
688	159.6602751
689	159.6369699
690	159.616355
691	159.5995165
692	159.5886593
693	159.5671513
694	159.5478335
695	159.5435457
696	159.5353529
697	159.5200348
698	159.5147347
699	159.4925558
700	159.4732451
701	159.4673296
702	159.4431586
703	159.4259753
704	159.4186769
705	159.4015842
706	159.3895236
707	159.3721292
708	159.3620621
709	159.3400457
710	159.3220883
711	159.3028838
712	159.2861871
713	159.2632089
714	159.2397666
715	159.2312016
716	159.2187649
717	159.2140209
718	159.197035
719	159.1702265
720	159.1515606
721	159.1303837
722	159.1118199
723	159.0908802
724	159.0705122
725	159.0366195
726	159.0266711
727	158.9963986
728	158.9801396
729	158.9605436
730	158.9394355
731	158.9229182
732	158.9185218
733	158.9049642
734	158.8897726
735	158.8692975
736	158.8564994
737	158.8488036
738	158.8311772
739	158.8270853
740	158.8173093
741	158.806233
742	158.7885745
743	158.7625825
744	158.7530881
745	158.7465076
746	158.7311315
747	158.7190906
748	158.7105845
749	158.6895739
750	158.6780297
751	158.6524218
752	158.6459424
753	158.6421417
754	158.623931
755	158.6171308
756	158.6050784
757	158.5874764
758	158.5816183
759	158.5600076
760	158.529055
761	158.5220748
762	158.5022074
763	158.4892257
764	158.4636872
765	158.4478973
766	158.4287898
767	158.4113095
768	158.3944518
769	158.3825314
770	158.365607
771	158.34446
772	158.3262703
773	158.3200815
774	158.3018207
775	158.2758137
776	158.2614778
777	158.2510655
778	158.2428495
779	158.2273363
780	158.2153289
781	158.1983922
782	158.1842387
783	158.1686843
784	158.164193
785	158.1475001
786	158.1244739
787	158.1139797
788	158.1020665
789	158.0873712
790	158.0689417
791	158.0514197
792	158.0423552
793	158.0358348
794	158.0194305
795	157.9931613
796	157.9760551
797	157.9715556
798	157.9560392
799	157.9505171
800	157.940345
801	157.928701
802	157.9105327
803	157.898378
804	157.8750557
805	157.8628803
806	157.8443959
807	157.833473
808	157.8178098
809	157.8101985
810	157.7964288
811	157.7872211
812	157.7824238
813	157.7729726
814	157.7580529
815	157.7310567
816	157.724597
817	157.7118249
818	157.7059969
819	157.6830678
820	157.6681554
821	157.6564649
822	157.6405911
823	157.6318221
824	157.6178667
825	157.6088148
826	157.6051656
827	157.5958751
828	157.5840702
829	157.5695267
830	157.5588057
831	157.5328832
832	157.5250325
833	157.5078059
834	157.4960273
835	157.4726028
836	157.4544616
837	157.4349386
838	157.4140968
839	157.3968121
840	157.3861056
841	157.3775477
842	157.3733468
843	157.3675558
844	157.3555876
845	157.3460702
846	157.3293585
847	157.3183057
848	157.3102429
849	157.3028035
850	157.2716762
851	157.2430349
852	157.2223079
853	157.2124172
854	157.205293
855	157.1924746
856	157.1769173
857	157.163723
858	157.153894
859	157.1482489
860	157.128095
861	157.1170611
862	157.1115166
863	157.0905909
864	157.0674879
865	157.0559373
866	157.0465666
867	157.0401456
868	157.0218668
869	157.0091386
870	157.0047033
871	156.9931356
872	156.9717444
873	156.9586853
874	156.9303139
875	156.9187906
876	156.9038472
877	156.8869011
878	156.8754542
879	156.870483
880	156.8485634
881	156.8326506
882	156.8249696
883	156.8046042
884	156.7875437
885	156.7772544
886	156.7694822
887	156.7598036
888	156.7399082
889	156.7326208
890	156.7206199
891	156.7148418
892	156.7095831
893	156.6873908
894	156.6737739
895	156.668389
896	156.6583489
897	156.6383679
898	156.6066436
899	156.593438
900	156.5828215
901	156.5727167
902	156.5603451
903	156.5476072
904	156.5408496
905	156.5258185
906	156.5202152
907	156.5125152
908	156.5055169
909	156.4944177
910	156.4893779
911	156.4737278
912	156.4598934
913	156.4525953
914	156.4405913
915	156.4210337
916	156.4032888
917	156.3870165
918	156.3783985
919	156.3612058
920	156.3397479
921	156.32538
922	156.3078318
923	156.3021345
924	156.2955173
925	156.285091
926	156.28066
927	156.2624223
928	156.2576697
929	156.2461778
930	156.2403221
931	156.2250137
932	156.2037709
933	156.1660787
934	156.1498464
935	156.1370194
936	156.1297158
937	156.117785
938	156.0968211
939	156.0797755
940	156.0650293
941	156.0427926
942	156.0271764
943	156.0218568
944	156.0120285
945	155.9926695
946	155.9825172
947	155.9722052
948	155.9620659
949	155.949525
950	155.9321509
951	155.9144111
952	155.9000065
953	155.8894185
954	155.8771616
955	155.86791
956	155.8608996
957	155.8416161
958	155.8310867
959	155.8231346
960	155.8082878
961	155.7821408
962	155.7676846
963	155.7454919
964	155.7320513
965	155.7140553
966	155.6933714
967	155.6811675
968	155.6647808
969	155.6450207
970	155.6403942
971	155.6254312
972	155.6201098
973	155.6048873
974	155.587959
975	155.5772053
976	155.558198
977	155.5453695
978	155.5383545
979	155.5175321
980	155.5111423
981	155.5012042
982	155.489944
983	155.4813645
984	155.4690651
985	155.4468749
986	155.4370799
987	155.4214444
988	155.4047771
989	155.3818065
990	155.3623843
991	155.3483382
992	155.3433655
993	155.3401644
994	155.3332703
995	155.3227571
996	155.3000453
997	155.2831493
998	155.2635569
999	155.2594044
